headword,CEFR,freq,len,syl
rumor/rumour,A2,3.22,12,4
run,A1,5.49,3,1
run,A1,5.49,3,1
runaway,B1,3.54,7,3
runner,A2,4.18,6,2
running,A2,5.23,7,2
runway,B1,3.92,6,2
rural,B2,4.59,5,2
rush,A2,4.48,4,1
rush,B1,4.48,4,1
rush hour,B2,4.4,9,3
rusty,B2,3.61,5,2
's,A1,5.86,2,1
sack,B2,3.91,4,1
sacred,B1,4.24,6,2
sad,A1,4.84,3,1
sadly,A2,4.18,5,2
sadness,B1,3.88,7,2
safari,B1,3.63,6,3
safe,A2,5.07,4,1
safeguard,B1,3.55,9,2
safeguard,B2,3.55,9,2
safely,B1,4.22,6,2
safety,B1,4.97,6,2
sag,B2,3.25,3,1
sage,B2,3.83,4,1
sail,B2,4.01,4,1
sailing,A2,3.99,7,2
sailor,A1,3.78,6,2
sake,A2,4.4,4,1
salad,A1,4.15,5,2
salary,B2,4.36,6,3
sale,A1,4.99,4,1
salesman,B1,3.64,8,2
salesmanship,B2,2.19,12,3
salesperson,B2,2.84,11,3
saleswoman,B2,2.28,10,3
salmon,B1,4.01,6,2
salon,B2,3.87,5,2
salsa,B2,3.53,5,2
salt,A2,4.6,4,1
salty,B2,3.74,5,2
same,A1,5.8,4,1
same,A1,5.8,4,1
same,A1,5.8,4,1
sample,A2,4.53,6,2
sand,B1,4.44,4,1
sandal,B1,2.91,6,2
sandstone,B2,3.57,9,2
sandwich,A1,4.13,8,2
sandy,A2,4.19,5,2
sanitary,B2,3.37,8,4
sanitation,B2,3.57,10,4
satellite,B1,4.33,9,3
satisfaction,B1,4.16,12,4
satisfactory,B2,3.57,12,4
satisfied,B1,4.28,9,3
satisfy,A2,3.98,7,3
Saturday,A1,4.87,8,3
sauce,A2,4.3,5,1
saucepan,B1,3.01,8,2
saucer,B1,3.06,6,2
sausage,A2,3.8,7,2
save,A1,5.14,4,1
saving/savings,B2,4.21,14,3
saw,A1,5.34,3,1
saw,B2,5.34,3,1
say,B2,5.89,3,1
say,A1,5.89,3,1
scale,A2,4.83,5,1
scan,B1,4.07,4,1
scan,B2,4.07,4,1
scandal,B2,4.17,7,2
scar,B2,3.77,4,1
scarcely,B2,3.33,8,2
scare,B1,4.07,5,1
scared,B1,4.6,6,1
scarf,A2,3.68,5,1
scarlet,B2,3.64,7,2
scary,B1,4.37,5,2
scatter,B1,3.39,7,2
scene,A2,4.97,5,1
scenery,A2,3.68,7,3
scenic,B1,3.67,6,2
schedule,A2,4.67,8,2
schedule,B2,4.67,8,2
scheduled,B2,4.45,9,2
scheme,B2,4.57,6,1
scholar,B1,3.96,7,2
scholarship,B1,4.15,11,3
scholasticism,B2,2.01,13,3
school,A1,5.71,6,1
schoolchild,A2,1.69,11,2
schoolgirl,B2,3.1,10,2
schoolmate,B1,2.32,10,2
schoolteacher,B1,2.98,13,3
schoolwork,A2,2.75,10,2
science,A1,5.12,7,2
science fiction,B1,4.36,15,4
scientific,A2,4.67,10,4
scientifically,B2,3.45,14,6
scientist,A1,4.21,9,3
scissors,A2,3.58,8,2
scold,B1,2.81,5,1
scooter,B2,3.57,7,2
scope,B1,4.26,5,1
score,B1,4.83,5,1
score,B1,4.83,5,1
scramble,B2,3.39,8,2
scratch,B1,4.16,7,1
scratch,B2,4.16,7,1
scream,A2,4.14,6,1
scream,B1,4.14,6,1
screen,A2,4.85,6,1
screen,B2,4.85,6,1
screw,A2,4.25,5,1
screw,B2,4.25,5,1
scribble,B2,2.73,8,2
script,A2,4.36,6,1
scrooge,B2,2.96,7,1
scuba,B2,3.31,5,2
sculpture,B1,3.92,9,2
scythe,B2,2.78,6,1
sea,A1,5.06,3,1
seafood,A2,3.65,7,2
seal,B2,4.3,4,1
search,A2,4.96,6,1
search,B1,4.96,6,1
seaside,A2,3.58,7,2
season,B1,5.48,6,2
seasonal,B2,3.98,8,3
seat,A1,4.82,4,1
seawater,B1,3.12,8,3
seaweed,B1,3.22,7,2
second person,B2,5.29,13,4
secondary,B2,4.53,9,4
secondary school,B1,4.5,16,5
second-hand,B1,5.2,11,3
second-hand,B1,5.2,11,3
secondly,B2,3.85,8,3
secret,B1,4.92,6,2
secret,A2,4.92,6,2
secretary,A2,4.95,9,4
secretly,B1,4.01,8,3
section,A1,5.0,7,2
sector,B2,4.66,6,2
secure,B1,4.64,6,2
security,B1,5.2,8,4
see,A1,6.1,3,1
seed,A2,4.37,4,1
seek,A2,4.61,4,1
seem,A2,5.08,4,1
seesaw,B2,2.47,6,2
segment,B2,4.26,7,2
seize,B1,3.8,5,1
seldom,B2,3.63,6,2
select,B1,4.45,6,2
select,B2,4.45,6,2
selection,B1,4.62,9,3
self,A1,5.25,4,1
self-confidence,B2,4.55,15,4
self-confident,B2,4.37,14,4
selfish,B1,4.11,7,2
selfless,B2,3.3,8,2
self-service,B1,5.05,12,3
sell,A1,4.98,4,1
seller,B2,4.01,6,2
semester,A2,4.03,8,3
semicolon,B2,2.48,9,2
semi-final,B2,4.44,10,4
seminar,B2,3.77,7,3
senator,B2,4.58,7,3
send,A2,5.11,4,1
senior,A2,4.92,6,2
senior,A2,4.92,6,2
sensation,B1,3.9,9,3
sense,A2,5.19,5,1
sense,B2,5.19,5,1
sensible,B2,3.98,8,3
sensitive,B2,4.46,9,3
sentence,A1,4.58,8,2
sentence,B2,4.58,8,2
separate,A2,4.83,8,3
separate,B2,4.83,8,3
separately,B2,4.08,10,4
separation,B1,4.13,10,4
September,A1,5.15,9,3
sequence,B1,4.35,8,2
serene,B2,3.27,6,2
serial,B2,4.23,6,3
series,B1,5.35,6,2
serious,B1,5.1,7,3
seriously,A2,4.94,9,4
servant,B2,4.09,7,2
serve,A2,4.85,5,1
server,B1,4.46,6,2
service,B1,5.49,7,2
service,B1,5.49,7,2
session,B1,4.72,7,2
set,A2,5.59,3,1
set,A1,5.59,3,1
setback,B2,3.37,7,2
setting,B1,4.77,7,2
settle,B1,4.37,6,2
settlement,B1,4.49,10,3
settler,B1,3.15,7,3
seven,A1,5.08,5,2
seventeen,A1,3.87,9,3
seventy,A1,3.78,7,3
several,A2,5.39,7,2
several,A2,5.39,7,2
severe,B1,4.56,6,2
severely,B1,4.1,8,3
sew,A2,3.45,3,1
sex,B1,5.22,3,1
sexism,B2,3.52,6,3
sexual,B2,4.82,6,3
sexy,B2,4.42,4,2
shabby,B2,3.28,6,2
shade,A2,4.16,5,1
shadow,A2,4.44,6,2
shadow,B1,4.44,6,2
shadowy,B1,3.24,7,3
shake,A1,4.33,5,1
shake,B1,4.33,5,1
shaken,B2,3.6,6,2
Shakespearean,B2,2.88,13,4
shaky,B2,3.45,5,2
shall,A2,5.03,5,1
shallow,B1,4.04,7,2
shame,B1,4.55,5,1
shameful,B1,3.57,8,2
shampoo,A2,3.58,7,2
shape,A2,4.72,5,1
shape,B1,4.72,5,1
share,A2,5.2,5,1
share,A1,5.2,5,1
sharp,B1,4.48,5,1
sharp,B2,4.48,5,1
sharply,B2,3.89,7,2
shave,B1,3.83,5,1
she,A1,6.26,3,1
shed,B2,4.23,4,1
sheep,A1,4.19,5,1
sheer,B1,4.01,5,1
shelf,A1,4.02,5,1
shell,A2,4.39,5,1
shell,B2,4.39,5,1
shelter,B1,4.25,7,2
sheriff,B1,4.16,7,2
shield,B2,4.3,6,1
shift,B2,4.57,5,1
shift,B1,4.57,5,1
shine,A2,4.17,5,1
shiny,B1,3.88,5,2
ship,A1,4.93,4,1
ship,B1,4.93,4,1
shipping,B2,4.52,8,2
shipwreck,B2,3.11,9,2
shirt,A1,4.63,5,1
shiver,B1,3.05,6,2
shock,A2,4.46,5,1
shock,B2,4.46,5,1
shocked,B1,4.27,7,1
shocking,B1,4.1,8,2
shoe,A1,4.24,4,1
shoot,A2,4.73,5,1
shooting,B2,4.78,8,2
shop,A1,4.88,4,1
shop,B1,4.88,4,1
shop assistant,A2,4.49,14,4
shopkeeper,B2,2.88,10,3
shoplift,B2,2.09,8,2
shoplifter,B2,2.33,10,3
shoplifting,B2,2.98,11,3
shopper,B1,3.19,7,2
shore,A2,4.33,5,1
short,A1,5.33,5,1
short,A1,5.33,5,1
short/shorts,A2,4.05,12,2
shortage,B1,3.91,8,2
shortly,B1,4.47,7,2
shortness,B2,2.88,9,2
short-term,B2,4.98,10,2
shot,A2,5.22,4,1
should,A1,5.99,6,1
shoulder,A1,4.5,8,2
shout,A2,4.06,5,1
shout,B1,4.06,5,1
show,A2,5.68,4,1
show,A1,5.68,4,1
showbiz,B2,3.03,7,2
showcase,B2,3.92,8,2
shower,A1,4.5,6,2
shower,B2,4.5,6,2
shrimp,B1,3.79,6,1
shrink,B2,3.73,6,1
shrink,B2,3.73,6,1
shrug,B2,3.3,5,1
shut,B1,4.78,4,1
shut,A2,4.78,4,1
shy,A1,4.16,3,1
sick,A1,4.88,4,1
sickness,B1,3.83,8,2
side,A1,5.5,4,1
sidewalk,B1,3.68,8,2
sigh,B1,3.95,4,1
sigh,B2,3.95,4,1
sight,A1,4.54,5,1
sightseeing,A2,3.14,11,3
sign,A1,5.08,4,1
sign,B1,5.08,4,1
signal,B1,4.62,6,2
signature,B1,4.25,9,3
significance,B1,4.18,12,4
significant,A2,4.98,11,4
significantly,B2,4.54,13,5
signify,B2,3.22,7,3
signpost,B1,2.46,8,2
silence,A2,4.46,7,2
silent,B1,4.45,6,2
silently,A2,3.58,8,3
silk,B1,4.11,4,1
silly,A2,4.39,5,2
silver,A2,4.81,6,2
silver,A2,4.81,6,2
silverware,B2,3.08,10,3
similar,A2,5.21,7,3
similarity,B1,3.58,10,5
similarly,B1,4.3,9,4
simple,A2,5.08,6,2
simplification,B2,2.98,14,5
simplify,B1,3.46,8,3
simply,A2,5.08,6,2
simultaneous,B2,3.53,12,5
simultaneously,B1,4.17,14,6
since,B2,5.75,5,1
since,B1,5.75,5,1
since,A2,5.75,5,1
sincere,B2,3.84,7,2
sincerity,B2,3.34,9,4
sing,A1,4.54,4,1
singer,A1,4.52,6,2
singing,A2,4.59,7,2
single,A2,5.41,6,2
single,B1,5.41,6,2
singular,A2,3.74,8,3
singular,A2,3.74,8,3
sink,A2,4.21,4,1
sink,B1,4.21,4,1
sir,A1,5.06,3,1
sister,A1,4.95,6,2
sister-in-law,B2,4.83,13,3
sit,A1,4.9,3,1
site,A1,5.22,4,1
sitting room,A2,4.75,12,3
situation,A2,5.09,9,4
six,A1,5.29,3,1
sixteen,A1,3.95,7,2
sixty,A1,3.93,5,2
size,A1,5.13,4,1
skate,A2,3.74,5,1
skate,B1,3.74,5,1
skateboard,B2,3.21,10,2
skateboarder,B2,2.43,12,3
skateboarding,A2,3.15,13,3
skating,A2,3.84,7,2
skeleton,B1,3.8,8,3
sketch,B2,4.04,6,1
ski,A2,4.13,3,1
ski,B1,4.13,3,1
skiing,A2,3.84,6,2
skill,A1,4.42,5,1
skilled,B2,4.13,7,1
skillful/skilful,B2,2.71,16,4
skillfully/skilfully,B2,2.34,20,4
skim,B2,3.17,4,1
skin,B1,4.91,4,1
skip,B2,4.21,4,1
skirt,A1,3.96,5,1
sky,A1,4.72,3,1
skylark,B2,2.47,7,2
skyscraper,B1,3.2,10,3
skyward,B2,2.69,7,2
slam,B2,4.02,4,1
slang,B2,3.55,5,1
slap,B2,3.97,4,1
slap,B2,3.97,4,1
slash,B2,3.65,5,1
slaughter,B2,3.84,9,2
slave,A2,4.31,5,1
slavery,B1,4.21,7,3
sleep,B1,5.05,5,1
sleep,A1,5.05,5,1
sleepless,A2,3.18,9,2
sleepy,A2,3.68,6,2
sleeve,B1,3.93,6,1
slice,A2,4.0,5,1
slice,B2,4.0,5,1
slide,A2,4.3,5,1
slide,B2,4.3,5,1
slight,B2,4.22,6,1
slight,B1,4.22,6,1
slightly,B1,4.75,8,2
slim,A2,4.05,4,1
slip,B1,4.28,4,1
slip,B1,4.28,4,1
sliver,B2,2.99,6,2
slogan,B1,3.72,6,2
slope,B1,3.9,5,1
sloppy,B2,3.59,6,2
slot,B1,4.09,4,1
slow,A1,4.85,4,1
slow,B1,4.85,4,1
slow,B1,4.85,4,1
slowly,A2,4.63,6,2
small,A1,5.51,5,1
smart,A1,4.83,5,1
smash,B2,4.09,5,1
smell,A1,4.49,5,1
smell,B1,4.49,5,1
smile,A1,4.64,5,1
smile,B1,4.64,5,1
smith,A1,4.89,5,1
smoke,A1,4.67,5,1
smoke,A2,4.67,5,1
smoker,B1,3.37,6,2
smokestack,B2,2.2,10,2
smoking,A1,4.52,7,2
smooth,A2,4.4,6,1
snack,A2,3.9,5,1
snake,A1,4.23,5,1
snap,B2,4.21,4,1
sneak,B2,3.99,5,1
sneer,B2,2.7,5,1
sneeze,B1,3.19,6,1
sneeze,B2,3.19,6,1
sniff,B2,3.44,5,1
snore,B2,2.76,5,1
snore,B2,2.76,5,1
snow,A1,4.66,4,1
snow,A2,4.66,4,1
snowball,B2,3.18,8,2
snowboard,B1,3.01,9,2
snowboarding,A2,3.15,12,3
snowstorm,B1,2.89,9,2
snowy,A1,3.46,5,2
so,A2,6.52,2,1
so,A1,6.52,2,1
soak,B2,3.61,4,1
soak,B2,3.61,4,1
soaked,B2,3.66,6,1
soaking,B2,3.43,7,2
soap,A2,4.18,4,1
soap opera,B1,3.92,10,3
soar,B2,3.39,4,1
sob,B2,3.27,3,1
so-called,B2,5.54,9,2
soccer,A1,4.48,6,2
sociable,B2,2.97,8,3
social,A1,5.42,6,2
social networking,B1,3.93,17,5
socialize/socialise,B2,2.49,19,5
socially,B1,3.96,8,3
society,A2,5.17,7,4
sock,A2,3.61,4,1
soda,A2,4.04,4,2
sofa,A1,3.81,4,2
soft,A2,4.68,4,1
soft drink,A2,4.48,10,2
softly,A2,3.77,6,2
softness,B2,2.99,8,2
software,A2,4.77,8,2
soil,B2,4.42,4,1
soil,B1,4.42,4,1
solar,B2,4.53,5,2
soldier,A2,4.46,7,2
solid,B1,4.73,5,2
solidity,B2,2.63,8,4
soliloquy,B2,2.45,9,4
solo,B2,4.61,4,2
solo,B2,4.61,4,2
solo,B2,4.61,4,2
solution,A2,4.84,8,3
solve,A1,4.42,5,1
solvent,B2,3.44,7,2
some,A1,6.2,4,1
some,A1,6.2,4,1
somebody,A2,4.8,8,3
someday,A2,4.05,7,2
somehow,B1,4.53,7,2
someone,A1,5.63,7,2
someplace,B1,3.14,9,2
something,A1,5.81,9,2
sometime,B1,4.16,8,2
sometimes,B1,5.28,9,2
somewhat,B2,4.55,8,2
somewhere,A2,4.74,9,2
son,A1,5.28,3,1
song,A1,5.26,4,1
son-in-law,B2,5.06,10,2
sonnet,B2,2.96,6,2
soon,A1,5.32,4,1
soothe,B1,3.18,6,1
sophisticated,B2,4.05,13,5
sophomore,B1,3.69,9,2
sore,B1,3.99,4,1
sorrow,B1,3.73,6,2
sorry,A1,5.18,5,2
sort,B1,5.0,4,1
sort,B2,5.0,4,1
soul,B1,4.81,4,1
soundtrack,B2,3.93,10,2
soup,A1,4.15,4,1
sour,B1,3.88,4,2
source,A2,5.15,6,1
south,A2,5.4,5,1
south,A2,5.4,5,1
south,A2,5.4,5,1
southeast,B1,4.15,9,2
southeast,B1,4.15,9,2
southern,B1,4.84,8,2
southward,B2,3.07,9,2
southwest,B1,4.1,9,2
southwest,B1,4.1,9,2
souvenir,B1,3.36,8,3
Soviet,B2,4.54,6,3
soybean,B2,3.09,7,2
spa,B2,3.96,3,1
space,A2,5.23,5,1
spaceship,A2,3.36,9,2
spaghetti,A2,3.65,9,3
spare,B2,4.28,5,1
spare,B2,4.28,5,1
sparerib,B2,0.0,8,1
spark,B2,3.99,5,1
sparkle,B1,3.38,7,2
sparkling,B2,3.56,9,2
sparrow,B2,3.48,7,2
speak,A1,5.03,5,1
speaker,A2,4.49,7,2
special,A1,5.34,7,2
specialist,B1,4.28,10,3
specialize/specialise,B1,2.7,21,5
specially,B1,4.01,9,3
specialty,B2,3.89,9,3
species,B2,4.85,7,2
specific,A2,5.03,8,3
specifically,B2,4.65,12,4
specify,B2,3.78,7,3
spectacle,B2,3.61,9,3
spectacular,B1,4.06,11,4
spectator,B1,3.51,9,3
speech,A1,4.85,6,1
speed,A2,5.0,5,1
speed,B1,5.0,5,1
speeder,B2,2.27,7,2
spell,A1,4.37,5,1
spell,A2,4.37,5,1
spellbound,B2,2.66,10,2
spelling,B1,4.0,8,2
spend,A1,4.97,5,1
sphere,B1,3.91,6,1
spice,B1,3.94,5,1
spicy,B1,3.8,5,2
spider,B1,4.25,6,2
spill,A2,3.84,5,1
spin,B2,4.38,4,1
spinach,B1,3.48,7,2
spiral,B1,3.85,6,2
spirit,B1,4.79,6,2
spiritual,B1,4.4,9,4
spite,B2,4.04,5,1
splash,B2,3.85,6,1
splash,A2,3.85,6,1
splatter,B2,2.77,8,2
split,A2,4.65,5,1
split,B1,4.65,5,1
split,B2,4.65,5,1
spoil,B1,3.81,5,1
spokesman,B2,3.79,9,2
spokeswoman,B2,3.12,11,3
sponge,B1,3.59,6,1
sponsor,B1,4.04,7,2
sponsor,B2,4.04,7,2
spoon,A2,3.88,5,1
sport,A1,4.73,5,1
sports,B1,4.94,6,1
sports center/sports centre,A2,4.39,27,6
sportsmanship,B1,3.01,13,3
spot,A1,4.89,4,1
spot,B2,4.89,4,1
spray,B2,4.18,5,1
spray,B2,4.18,5,1
spread,A2,4.81,6,1
spread,B2,4.81,6,1
spreadsheet,B2,3.31,11,2
spring,A1,4.92,6,1
sprint,B2,3.96,6,1
spur,B2,3.66,4,1
spy,A1,4.24,3,1
squad,B2,4.67,5,1
square,A2,4.84,6,1
square,A2,4.84,6,1
squash,B2,3.63,6,1
squash,B2,3.63,6,1
squeeze,B2,3.94,7,1
stab,B2,3.78,4,1
stability,B2,4.31,9,4
stable,B1,4.48,6,2
stack,B2,4.05,5,1
stadium,A2,4.63,7,3
staff,A2,5.08,5,1
stage,A1,5.1,5,1
stagger,B2,2.82,7,2
stair,A2,3.26,5,1
stake,B2,4.15,5,1
stall,B1,3.79,5,1
stammer,B2,2.49,7,2
stamp,A2,4.11,5,1
stamp,B2,4.11,5,1
stand,A1,5.14,5,1
stand,A2,5.14,5,1
standard,B2,5.03,8,2
standard,B1,5.03,8,2
standby,B2,3.42,7,2
standstill,B2,3.05,10,2
stanza,B2,3.01,6,2
star,A1,5.19,4,1
star,B1,5.19,4,1
stare,B1,3.91,5,1
start,A1,5.56,5,1
start,A1,5.56,5,1
startle,B2,2.69,7,2
starvation,B2,3.52,10,3
starve,B2,3.52,6,1
starving,B2,3.79,8,2
state,B2,5.78,5,1
state,A2,5.78,5,1
state,B2,5.78,5,1
statement,A2,4.97,9,2
statesman,B2,3.46,9,2
statewide,B2,3.63,9,2
station,A1,5.01,7,2
statistics,B2,4.6,10,3
statue,A2,4.09,6,2
status,B1,4.87,6,2
stay,B1,5.33,4,1
stay,A1,5.33,4,1
steadily,B1,3.84,8,3
steady,B1,4.31,6,2
steak,A2,3.97,5,1
steal,A2,4.41,5,1
steam,B1,4.52,5,1
steel,B1,4.71,5,1
steely,B2,2.82,6,2
steep,B1,3.99,5,1
steer,B2,3.72,5,1
steering wheel,B2,3.83,14,3
stem,B1,4.3,4,1
step,A2,5.13,4,1
step,A1,5.13,4,1
stepfather,B2,3.24,10,3
stepmother,B2,3.16,10,3
stereotype,B2,3.43,10,4
stern,B2,3.9,5,1
stew,B2,3.48,4,1
stick,B2,4.76,5,1
stick,B1,4.76,5,1
sticker,B1,3.71,7,2
sticky,B1,3.8,6,2
stiff,B2,3.9,5,1
still,A1,5.92,5,1
still,A2,5.92,5,1
stimulant,B2,3.06,9,3
stimulate,B2,3.67,9,3
stimulation,B2,3.7,11,4
stingy,B2,3.03,6,2
stink,B2,3.46,5,1
stir,B1,3.96,4,1
stitch,B2,3.64,6,1
stock,B2,4.93,5,1
stock market,B2,4.77,12,3
stockpile,B2,3.12,9,2
stomach,A2,4.42,7,2
stomachache,A2,2.09,11,2
stone,A1,4.8,5,1
stonework,B2,2.53,9,1
stool,B2,3.52,5,1
stop,A1,5.52,4,1
stop,A1,5.52,4,1
stopover,B2,2.7,8,3
stopwatch,B2,2.59,9,2
storage,B1,4.57,7,2
store,A1,5.02,5,1
store,B2,5.02,5,1
storm,A2,4.66,5,1
stormy,B1,3.46,6,2
story,A1,5.45,5,2
storyteller,B1,3.08,11,4
stove,A2,3.71,5,1
straight,A2,5.04,8,1
straight,A1,5.04,8,1
straighten,B2,3.27,10,2
straightforward,B2,3.83,15,3
strait,B2,3.6,6,1
strange,A1,4.64,7,1
strangely,B1,3.67,9,2
stranger,A2,4.28,8,2
strangle,B2,3.04,8,2
strategic,B1,4.43,9,3
strategy,A2,4.74,8,3
straw,B1,3.99,5,1
strawberry,B1,3.72,10,3
stream,B1,4.62,6,1
stream,B1,4.62,6,1
street,A1,5.28,6,1
strength,A2,4.8,8,1
strengthen,B1,4.04,10,2
stress,B1,4.73,6,1
stress,B2,4.73,6,1
stressed,B1,4.18,8,1
stressful,B1,3.88,9,2
stretch,B1,4.35,7,1
stricken,B1,3.52,8,2
strict,A1,4.23,6,1
strictly,B2,4.16,8,2
stride,B2,3.43,6,1
strike,A2,4.66,6,1
strike,B1,4.66,6,1
striking,B2,4.2,8,2
string,A2,4.4,6,1
strip,B1,4.36,5,1
strip,B2,4.36,5,1
stripe,B1,3.51,6,1
strive,B2,3.72,6,1
stroke,B2,4.27,6,1
stroke,B2,4.27,6,1
strong,A1,5.22,6,1
strongly,A2,4.47,8,2
structure,A2,4.84,9,2
struggle,B1,4.62,8,2
struggle,B2,4.62,8,2
stubborn,B1,3.76,8,2
stubbornly,B2,2.92,10,3
stuck,B1,4.68,5,1
student,A1,5.02,7,2
studio,B1,4.66,6,3
study,A2,5.26,5,2
study,A1,5.26,5,2
stuff,A2,5.14,5,1
stuff,B2,5.14,5,1
stuffed,B1,3.96,7,1
stumble,B1,3.42,7,2
stun,B1,3.37,4,1
stunning,B1,4.27,8,2
stupid,B1,4.94,6,2
style,A2,5.11,5,1
stylish,B1,3.7,7,2
stylist,B2,3.4,7,2
subconscious,B1,3.39,12,3
subcontinent,B2,2.93,12,4
subculture,B2,2.98,10,3
subdivision,B2,3.63,11,4
subject,A1,4.96,7,2
subjunctive,B2,2.55,11,3
submarine,B1,3.81,9,3
submit,B2,4.28,6,2
subplot,B2,2.69,7,2
subside,B2,2.88,7,2
substance,B2,4.23,9,2
substantial,B1,4.33,11,3
subtitle,B2,3.23,8,3
subtle,B2,4.08,6,2
subtract,B2,3.1,8,2
suburb,B2,3.81,6,2
subway,A1,4.05,6,2
succeed,A2,4.29,7,2
success,A2,5.06,7,2
successful,A1,4.94,10,3
successfully,A2,4.45,12,4
successive,B2,3.85,10,3
such,A2,5.84,4,1
such,A2,5.84,4,1
suck,B2,4.42,4,1
sudden,A2,4.4,6,2
suddenly,B1,4.69,8,3
sue,B2,4.22,3,1
suffer,B1,4.45,6,2
suffering,B2,4.53,9,3
sufficient,B1,4.32,10,3
suffix,B1,3.05,6,2
sugar,A1,4.68,5,2
suggest,A2,4.75,7,2
suggestion,A1,4.23,10,3
suicide,B1,4.62,7,3
suit,A2,4.7,4,1
suit,A2,4.7,4,1
suitable,A2,4.38,8,3
suitably,B2,3.13,8,3
suitcase,A2,3.55,8,2
sulfur/sulphur,B2,2.99,14,4
sum,A1,4.34,3,1
summarize/summarise,B1,2.51,19,5
summary,A2,4.37,7,3
summer,A1,5.23,6,2
summit,B1,4.3,6,2
sun,A1,4.97,3,1
sunbathe,B1,2.24,8,2
sunbeam,B2,2.65,7,2
Sunday,A1,4.92,6,2
sundial,B1,2.46,7,2
sunflower,A2,3.36,9,3
sunglasses,A2,3.72,10,3
sunlight,A2,3.86,8,2
sunny,A1,4.07,5,2
sunset,B1,4.04,6,2
sunshine,A1,4.16,8,2
super,A1,5.08,5,2
superb,B2,3.96,6,2
superior,B1,4.46,8,4
superlative,A2,2.79,11,4
supermarket,A1,3.78,11,4
supernatural,B2,3.89,12,5
superstar,A2,3.83,9,3
superstition,B1,3.21,12,4
supervise,B2,3.32,9,3
supervision,B2,3.94,11,4
supervisor,B2,3.95,10,4
supper,A2,3.74,6,2
supplement,B2,4.03,10,3
supplier,B2,3.84,8,3
supply,B1,4.81,6,2
supply,B2,4.81,6,2
support,A2,5.53,7,2
support,B1,5.53,7,2
supporter,B1,4.07,9,3
supportive,B1,4.05,10,3
suppose,B1,4.56,7,2
supposedly,B1,3.96,10,4
suppress,B2,3.66,8,2
sure,A1,5.67,4,1
sure,A2,5.67,4,1
surely,B1,4.55,6,2
surf,A1,3.86,4,1
surf,A2,3.86,4,1
surface,B1,4.83,7,2
surfing,A2,3.72,7,2
surge,B2,3.82,5,1
surgeon,B1,4.13,7,2
surgery,B1,4.63,7,3
surname,A2,3.5,7,2
surprise,A1,4.75,8,2
surprise,B1,4.75,8,2
surprised,A2,4.68,9,2
surprising,A2,4.28,10,3
surprisingly,B1,4.09,12,4
surrender,B2,4.09,9,3
surround,B1,3.79,8,2
surrounding,B1,4.49,11,3
surroundings,B2,3.79,12,3
surveillance,B2,4.17,12,3
survey,A1,4.69,6,2
survival,B1,4.37,8,3
survive,A2,4.52,7,2
survivor,B1,4.0,8,3
suspect,B1,4.51,7,2
suspect,B2,4.51,7,2
suspend,B2,3.68,7,2
suspicion,B1,3.97,9,3
suspicious,B2,4.09,10,3
suspiciously,B2,3.08,12,4
sustain,B2,3.93,7,2
swallow,A2,3.87,7,2
swan,B2,3.84,4,1
swarm,B1,3.44,5,1
swear,B1,4.51,5,1
sweat,B1,4.14,5,1
sweat,A2,4.14,5,1
sweater,A2,3.78,7,2
sweatshirt,B1,3.19,10,2
sweep,B2,3.97,5,1
sweet,A1,4.91,5,1
sweet,A2,4.91,5,1
sweetheart,A2,3.74,10,2
swell,B1,3.64,5,1
swift,B2,4.15,5,1
swim,A1,4.21,4,1
swim,A1,4.21,4,1
swimmer,B1,3.49,7,2
swimming,A1,4.43,8,2
swimming costume,A2,3.99,16,4
swimming pool,A1,4.23,13,3
swimsuit,A2,3.28,8,2
swing,B2,4.34,5,1
swing,B2,4.34,5,1
switch,B1,4.6,6,1
switch,B1,4.6,6,1
swollen,B1,3.57,7,2
sword,B1,4.37,5,1
syllable,B2,3.32,8,3
symbol,A2,4.31,6,2
symbolic,B2,3.86,8,3
sympathetic,B2,3.81,11,4
sympathize/sympathise,B2,2.55,21,5
sympathy,B1,4.01,8,3
symphony,A2,3.77,8,3
symptom,B1,3.64,7,2
syndrome,B1,4.23,8,2
synonym,B2,3.13,7,3
system,A2,5.56,6,2
table,A1,5.05,5,2
table tennis,A2,4.27,12,4
tablecloth,B2,2.69,10,3
tablespoon,A2,3.15,10,3
tablet,B1,4.05,6,2
tabloid,B2,3.25,7,2
tabloid,B2,3.25,7,2
tack,B2,3.37,4,1
tackle,B2,4.15,6,2
tactile,B2,3.1,7,2
tag,B2,4.44,3,1
tail,B2,4.34,4,1
take,B1,5.92,4,1
take,A1,5.92,4,1
takeaway,B1,3.32,8,3
takeoff/take-off,B1,3.35,16,4
tale,B1,4.29,4,1
talent,A2,4.64,6,2
talented,B1,4.3,8,3
talk,B1,5.42,4,1
talk,A1,5.42,4,1
talkative,B1,2.97,9,3
tall,A1,4.52,4,1
tame,B2,3.56,4,1
tan,B2,4.01,3,1
tank,B1,4.57,4,1
tanned,B2,3.13,6,1
tap,A2,4.28,3,1
tap,B2,4.28,3,1
tape,A2,4.44,4,1
tape,B1,4.44,4,1
target,A2,4.82,6,2
task,A2,4.65,4,1
taste,B1,4.73,5,1
taste,B1,4.73,5,1
tasteless,B1,3.03,9,2
tasty,B1,3.84,5,2
tatter,B2,1.28,6,2
tattoo,B2,4.14,6,2
taunt,B2,2.96,5,1
tax,B1,5.14,3,1
taxi,A1,4.19,4,2
